age,salary,sex
44,39902.09169,0
31,32947.56314,1
43,42721.83795,0
72,59275.05994,1
77,50294.13311,0
23,30341.90689,1
88,83774.42457,0
68,46802.48355,0
81,47919.13374,1
83,54394.6597,0
38,32273.16889,0
87,62886.73581,0
44,37459.34126,0
28,31608.88321,0
87,60611.96427,1
66,52824.53162,1
21,31292.36042,1
52,38787.64789,1
35,40223.43593,1
86,50434.02588,1
43,43054.33919,0
79,55664.80914,0
25,35115.89647,0
27,36295.79819,0
68,55491.34765,1
43,42269.85676,0
23,30850.99674,1
59,58225.71105,1
61,54734.83975,1
88,51504.88775,0
54,48215.1473,1
78,58717.80567,0
84,63225.95849,0
30,32719.43521,1
64,55302.18561,1
35,35210.13277,1
85,71690.34121,1
56,60414.19457,0
36,33368.25125,0
54,53243.89486,0
37,38401.22726,1
81,69412.40912,0
27,29625.43596,0
53,35808.24669,1
88,72720.60764,1
35,34030.25195,1
28,36696.03555,0
44,45861.04184,1
36,41054.34369,1
87,69975.62508,1
20,29386.70148,0
70,53404.93091,1
48,37623.69329,0
22,30845.07101,0
44,44734.69303,1
61,49892.54655,1
27,35826.06117,1
44,38335.38769,0
52,40045.30279,1
41,35783.77074,0
80,47625.62199,0
69,59170.97741,0
46,37193.9608,0
78,46423.13934,0
48,40479.96675,1
54,55392.66796,0
59,50500.11459,1
31,34913.02639,0
29,34943.06945,1
39,41047.24618,1
35,34834.25586,0
65,52377.62821,1
70,45748.75928,0
26,36489.55783,1
22,32081.25534,1
71,49438.2133,1
69,58520.14375,0
40,40525.45341,1
65,46771.85558,0
71,53971.62232,0
22,32262.83615,1
22,29415.52092,0
30,34814.99737,1
45,41492.85977,1
29,35182.04172,1
52,56623.59094,0
20,31114.942,0
48,44887.77173,0
43,47385.70143,0
69,49799.36511,1
83,53706.06609,0
32,39029.33907,1
87,70483.32411,0
74,49413.55656,1
25,31113.60958,0
26,34763.64609,1
78,61661.51095,1
83,57963.25276,0
29,33251.72176,1
84,68254.11941,1
26,33950.23178,1
51,40995.00522,0
75,59029.58857,0
69,53392.83244,0
64,51739.12999,1
69,44296.73495,0
83,52406.903,1
73,57237.99895,0
67,70295.63241,0
51,48116.06097,0
57,48426.409,0
22,34215.84192,0
84,52242.81701,1
33,37677.4791,0
35,34500.88582,1
33,39338.2475,0
60,50009.94454,1
57,51752.54652,1
84,61271.5997,0
46,35531.10025,0
59,44098.72221,1
58,53312.81545,1
30,34595.64621,0
37,41094.56102,1
87,55372.97577,1
48,50834.75498,0
86,70190.33705,0
70,72328.48869,1
71,65626.50882,0
57,47664.37129,1
24,32348.65257,0
24,26907.27296,0
78,61230.66448,1
87,58161.59732,0
28,36832.34473,0
26,38478.84342,1
82,63878.14008,1
25,31383.73753,0
25,32983.08734,0
82,74800.76705,1
55,43175.87867,0
78,48478.68927,0
76,49403.5144,1
75,65498.99422,0
28,30884.42861,0
80,60042.87417,1
33,42607.01834,1
40,41334.19537,1
48,45632.99487,0
50,44941.27999,1
36,40470.15256,0
42,43506.95265,1
27,32115.35488,1
43,37131.59497,1
69,52694.8112,1
68,44659.97938,0
21,31743.84778,1
26,32946.37678,1
31,36143.71186,1
80,52526.47015,1
51,42608.63177,0
37,31538.4628,0
89,58634.20338,1
42,39554.42294,0
86,54166.05168,1
89,77490.12491,0
63,49226.28689,0
59,54095.20636,1
56,56236.99926,1
24,27982.34414,1
62,39059.35891,1
28,37141.72452,1
76,63665.2807,1
37,34031.41858,0
42,44003.27873,1
76,72124.54109,1
39,38788.20986,1
29,34363.79578,0
78,59030.94475,0
44,41147.15058,0
31,38981.71397,1
49,39722.35607,1
39,37413.6291,1
89,66645.38306,0
21,28534.27078,1
24,32908.27298,0
50,47938.89352,1
41,36658.49575,1
51,45351.50071,0
87,48474.31496,1
34,39370.6821,1
39,39767.83806,0
39,48447.59393,1
31,42245.82057,0
33,37811.9541,0
33,37174.03805,1
78,61453.24926,1
34,47847.92866,1
72,59156.10278,1
67,54263.87787,1
88,73454.9214,1
74,67740.65809,1
86,63127.91132,1
53,48019.27797,0
48,42534.82774,1
37,33678.35405,0
21,32458.60023,0
75,68000.90596,1
55,47927.95597,1
82,59657.14422,1
53,45359.20485,1
38,36442.74112,1
89,57615.33517,0
57,52746.95812,1
80,61820.44875,0
53,61362.79473,0
38,40925.37692,1
75,55863.65627,0
44,37655.73323,0
28,34671.67625,1
65,59235.59825,1
29,33009.24405,1
51,39956.58654,0
84,68742.16831,0
33,36339.15198,0
84,60613.45845,0
73,64110.27055,0
26,33707.18632,1
33,41002.8062,1
69,61750.07402,1
42,43526.01593,0
52,49323.04231,1
76,55056.85719,1
55,40226.75132,1
60,47262.57838,0
69,72066.83574,0
43,49211.32303,1
48,42985.29287,0
28,30836.89815,1
37,34530.00821,1
79,62092.73828,1
75,57956.02311,1
56,37498.66016,0
31,30384.62932,1
78,44246.3964,0
20,31118.08887,0
73,53179.51009,0
46,39856.44175,1
42,40427.7108,1
32,30726.53492,1
64,39993.26459,1
50,36336.09011,1
62,48938.53574,1
58,52799.50163,1
72,46777.22507,1
55,35510.98838,1
35,40788.10925,0
83,50663.63743,0
78,58263.60469,0
41,43299.86061,1
64,52115.98121,0
62,55615.74499,1
25,34018.07579,0
60,48572.99492,1
62,50693.96319,0
22,30694.27804,0
44,48129.21918,0
77,74919.16973,0
40,39095.87253,0
37,28418.06271,1
58,47876.74316,1
48,42929.15854,1
51,40046.95619,1
21,29299.24103,1
62,47997.53472,1
24,36371.65217,1
85,64539.34113,0
35,41276.13959,1
50,39662.95405,1
38,36040.85797,1
67,56731.73853,1
61,45316.59984,0
76,64001.95515,0
39,52365.28735,1
87,54148.00578,0
46,47249.51223,0
33,37927.63485,1
44,42555.95739,1
84,59774.59804,0
57,57703.26735,0
35,41627.79253,0
73,77457.6302,0
77,49447.53183,1
66,63680.80372,0
86,66895.29057,1
63,48000.45237,1
70,61357.34484,1
71,44121.35084,0
61,47279.41686,0
80,51201.75282,0
61,45820.30432,1
26,33403.57857,1
59,54007.2311,0
44,39603.56211,0
56,54201.51272,0
74,55291.85211,1
31,35926.91683,0
31,34948.86971,0
80,55097.69677,0
37,36670.81144,0
30,34106.88581,1
58,53248.2937,1
28,32874.25605,0
45,40624.41996,1
86,61767.97922,0
42,31673.69771,0
22,33936.50687,1
41,42294.64414,1
23,27815.6215,0
21,31296.59854,0
80,73579.98657,0
57,46389.31779,1
21,31509.32107,1
80,46352.10563,0
65,60120.84365,0
72,62730.48946,0
67,63079.44437,0
81,58383.47318,0
70,43780.49359,0
78,52945.1133,0
25,33475.61432,1
21,27976.00652,1
88,61344.18531,0
40,41025.0392,1
25,34136.2251,1
52,37854.83631,0
76,57440.79,0
64,47790.13254,1
46,40132.32171,0
25,32950.12914,0
29,34854.16404,1
83,58734.91487,1
51,44878.97249,1
45,38129.85716,0
57,49576.11838,1
33,30033.29273,1
86,62887.16319,1
82,64370.14491,1
73,60423.38469,1
72,49884.89585,0
24,32402.04389,1
24,30197.7889,0
72,63258.85723,0
26,41128.95255,1
45,41805.54089,0
87,67528.98567,1
32,32580.77566,1
23,33420.85712,1
54,48521.52061,1
62,55134.88751,0
72,61391.59334,0
61,57128.7629,1
46,47335.96648,0
47,34571.8541,1
82,52418.64622,0
69,47628.30226,1
50,42486.2622,1
50,44615.7454,0
61,52569.34402,1
77,63145.76769,0
24,31040.03592,1
61,51518.50195,0
47,34939.75021,0
26,31906.45986,1
80,52546.95582,0
76,55302.2393,0
25,33684.12459,0
20,35049.43155,0
70,57472.02687,1
76,44972.04524,0
48,51443.56686,0
32,34879.05169,1
20,32491.14336,0
50,40666.12749,0
40,41456.04801,1
30,31967.5282,1
48,42131.30904,0
69,59229.07385,0
28,25941.12658,1
56,44690.98843,1
80,59058.33915,1
22,33515.19982,0
71,55790.32253,0
25,29615.4368,1
83,51806.8395,1
64,65780.81493,1
72,58699.77603,0
30,30448.61674,1
32,37418.24087,1
21,36853.16561,1
75,51979.89741,1
36,36004.33455,0
21,28237.14773,1
71,46843.86401,1
60,60551.86261,0
66,56462.12265,0
34,37234.48933,1
52,49895.45522,0
42,43810.62899,1
45,48846.0917,0
58,56046.04494,1
37,41819.87999,0
89,53184.49252,1
40,36487.1174,0
21,29906.53134,0
45,42003.49582,0
87,62964.46354,1
22,28007.2584,1
79,48398.78266,0
44,36454.98673,1
73,50798.9773,0
77,57504.47696,1
37,41595.91594,0
82,49288.45245,0
44,49531.57582,0
82,48515.52407,0
71,58089.31952,0
82,72403.25257,0
24,27903.31205,1
73,48430.09927,0
20,29498.31253,0
47,49407.62442,1
47,48875.92935,1
32,37485.85212,1
88,60275.65507,0
79,66794.01904,0
37,27231.59504,0
41,45916.2617,1
31,36519.16984,0
73,62543.64144,1
26,31663.56997,0
35,33511.26977,0
30,32932.19046,0
47,39990.22818,1
65,44883.40372,0
79,68599.8419,1
39,45433.43824,0
35,40747.60339,0
46,40586.71083,0
32,38016.14897,0
47,45399.7537,0
78,67194.7954,0
67,55147.92721,0
43,39553.32934,1
47,30228.1385,1
31,34007.94008,0
34,37999.529,1
80,64334.76762,1
29,36823.56769,0
65,44472.83656,1
47,44100.39685,1
83,67070.57731,1
78,48193.71485,1
30,35290.36225,0
78,54690.83047,1
33,38695.76328,1
71,58836.57035,1
88,61491.60494,1
32,36113.60123,0
41,36308.77793,0
80,63378.61601,1
63,50690.22967,1
69,49462.24926,0
41,45552.84789,0
87,69599.88122,1
24,33100.62552,0
55,45189.52762,0
83,62528.54961,0
42,50405.48694,0
71,50897.80377,0
41,39578.08697,0
50,50523.42103,0
74,57739.88372,0
73,56390.28379,0
72,46833.01423,1
74,62805.68842,1
57,58332.14277,0
27,30509.96824,1
45,40585.76116,1
64,50347.044,0
60,53670.78979,0
22,30393.14948,1
80,59575.75621,0
85,56169.44942,0
25,34830.0833,0
37,45640.94324,1
80,53979.76996,0
60,48114.34266,0
23,28789.07146,0
83,62256.03271,0
45,44049.21974,1
82,60538.7546,1
77,54644.3912,0
70,66489.74385,1
49,46974.05562,0
48,46367.73549,1
82,68320.88061,0
26,26607.85877,1
23,33492.50719,1
20,29173.92338,1
38,36403.70295,1
81,67560.3802,0
60,47076.85815,0
87,55286.93537,0
36,39807.4608,1
86,55591.07021,0
64,48301.93263,0
22,33960.47686,1
71,52852.4873,0
72,58890.92734,1
20,25952.86095,0
39,41358.74965,0
38,41021.06205,1
27,32891.20313,0
53,47890.69092,1
73,59685.20784,0
20,29953.7835,1
33,39870.74713,1
40,36783.22233,0
30,31928.63174,1
28,40158.99902,0
28,35921.82595,0
58,45005.62176,0
21,32739.11905,1
73,44265.59682,1
81,63686.32777,1
36,34949.72173,0
55,53869.57831,1
59,48178.325,0
21,30314.50896,0
60,53048.65602,1
28,34607.32401,0
61,51179.57398,0
54,42519.54831,1
81,57307.29408,1
82,49590.80626,0
22,31834.12384,0
55,48446.04963,1
44,43915.91068,0
39,36032.83586,1
29,35403.70302,0
54,46503.11744,1
53,42255.57206,1
44,40794.85033,1
70,49803.3303,1
61,50968.65356,0
63,48010.28428,1
56,29155.1352,1
68,55538.10189,0
27,35701.06014,0
81,62561.54215,1
65,51046.7202,0
72,48906.24513,1
30,37644.15044,1
60,33759.10422,0
38,45698.02645,0
87,65193.41475,1
42,42482.74362,0
86,47702.01198,0
89,60949.0678,0
88,57301.59951,1
82,52929.52516,1
34,30661.32885,0
76,58540.43118,1
59,54469.84095,0
73,72974.73477,0
64,57913.12727,0
39,37669.63842,1
48,48673.18095,1
28,33225.88641,0
81,75058.57113,1
25,30594.14078,0
78,54361.11555,0
61,58049.81621,1
49,34368.75822,0
67,58343.56079,1
53,47495.30294,1
67,59023.07542,0
41,40673.70442,0
53,51747.95543,1
22,37311.29939,0
42,35487.8613,1
64,52923.83116,0
31,33360.01771,0
89,87899.77384,0
45,49546.27041,1
86,63370.36743,1
49,47901.72179,1
46,45959.36726,0
57,51490.99468,1
60,60598.4658,1
65,47824.28859,1
60,42484.24509,1
53,42881.82752,1
79,60630.25141,1
48,42187.18809,1
25,28670.99843,1
64,43435.96938,0
52,47886.6968,1
76,57476.00736,0
52,48032.37091,1
86,55880.79925,1
62,45368.82128,0
39,36755.32031,1
87,41540.36331,1
27,28224.3678,0
86,75876.6812,1
60,53614.42424,1
31,38875.55274,0
71,62127.75894,0
30,35662.0918,0
32,34517.67946,0
51,43159.63573,1
25,33218.93752,0
78,54657.78717,0
29,31209.19324,1
58,53907.43959,1
27,34199.77586,1
70,52493.75076,0
76,52607.51239,0
30,35749.50143,1
61,36145.94548,0
70,66292.10577,1
76,71693.19454,0
30,34949.94129,1
72,54233.45818,0
34,35928.38866,1
60,44517.61006,1
61,55874.34292,1
34,38084.18197,1
69,46519.77586,0
86,73441.56472,1
42,43542.2083,0
29,36994.04188,0
31,32266.27986,1
81,63847.46497,1
78,51321.95454,0
88,62350.35379,1
36,32293.94153,1
64,47621.46332,1
53,41742.97439,1
32,35967.18452,0
64,51847.8892,1
40,44816.39051,1
65,50773.465,1
61,58001.70545,0
53,43409.55648,0
33,41474.65073,0
30,29283.10372,0
56,51534.17816,1
51,41464.27112,1
27,37837.76071,0
38,44434.22294,0
71,60474.62835,1
25,30748.09299,1
23,32794.07515,0
26,35096.70337,1
87,72626.98497,1
20,30588.58451,0
73,56506.27373,0
36,45255.77376,1
26,35418.35644,1
77,43611.71455,1
63,61730.08451,0
38,41436.26011,1
21,33608.82219,1
59,44206.40951,0
84,71972.09472,1
82,54545.82164,0
74,48101.19731,1
66,53738.39941,1
54,35400.78335,0
82,54850.26134,1
44,45589.22352,0
63,55535.39042,0
73,53423.60027,1
52,40468.59378,0
89,49555.15011,1
83,53987.54304,1
80,84803.68648,0
78,63211.70598,0
44,41069.01211,0
70,62277.98174,0
39,43216.71659,0
32,34975.22463,0
31,34811.49965,0
37,32232.80505,1
25,28525.88225,0
46,39767.16797,1
61,43157.23568,1
66,55542.70156,0
32,35262.80738,0
33,34531.2515,1
84,65069.03392,1
46,36883.62871,0
80,54567.21739,1
23,28540.35045,1
55,54373.03116,1
63,50136.70528,0
20,33334.48954,1
69,44570.20527,0
87,57557.70464,1
50,46200.23064,1
66,55772.295,0
51,47242.52904,0
70,50504.41245,1
65,62242.25968,0
86,61045.88043,1
81,56024.80529,1
28,32417.61084,0
30,31098.67815,1
54,45818.86964,0
37,43990.3699,0
67,60070.90204,0
38,37709.06972,0
53,49792.39303,0
30,34614.16107,0
40,44826.76542,0
53,49261.37081,0
81,43989.23146,1
75,63142.24169,1
46,31690.66369,1
56,45121.61061,1
78,61985.79093,0
58,52592.94866,1
46,39475.67361,0
70,60406.13643,1
23,35946.13516,0
58,45076.58227,1
26,34273.70542,1
53,48906.24007,1
77,54411.94771,0
48,35631.90261,1
65,64430.0304,0
70,57087.00217,1
41,29806.78874,1
73,55797.82701,1
53,55339.27999,0
60,41794.96541,0
29,36682.16719,1
59,52296.73579,1
21,36269.7716,0
68,69367.53211,0
79,52252.90364,0
84,64876.60588,1
48,41602.45256,1
54,49977.79927,1
78,74988.2963,0
88,63697.41133,0
71,49295.36463,1
43,38070.06379,1
60,45115.05016,1
59,41839.35865,0
87,59516.81566,1
22,28923.81497,1
61,49143.51567,0
42,38481.21833,0
47,49025.62095,1
59,45572.78335,0
26,34795.63764,1
74,45224.96601,0
23,37313.62052,1
80,60414.08611,1
28,29552.14619,0
22,32111.15675,1
44,37761.81424,0
31,40487.9413,0
87,41795.893,1
77,69668.16228,0
38,38150.23581,1
56,49124.03145,1
31,33523.41445,1
29,35173.68446,0
37,30231.46036,1
72,46773.28771,0
44,38541.58731,1
34,34098.23735,1
65,55330.25062,0
39,39352.0973,0
60,49626.6957,1
67,54042.28432,0
49,43376.53382,0
46,49447.76029,0
47,42566.73542,1
66,50691.15583,0
51,44499.65088,0
81,64539.14478,1
55,44573.43684,0
89,63223.35833,0
59,48438.5753,1
31,35905.54591,0
64,62062.19114,0
77,70521.12678,1
52,55701.38833,1
54,49958.87892,1
83,67970.92273,1
75,42069.88849,0
46,40792.5256,0
50,47574.60369,1
20,28482.85224,0
39,41311.89921,0
26,33843.82616,0
84,61584.06303,0
82,58019.38629,0
63,43316.39941,1
54,51198.68697,0
41,41020.99067,0
74,63660.69772,1
87,73118.11764,1
40,43833.53001,0
42,45293.09983,1
37,33536.37615,0
39,39648.02666,0
61,56926.79575,0
71,60190.71612,1
79,62750.44576,0
76,57909.28013,0
65,47823.55509,1
52,50177.2182,1
89,62893.57667,1
23,33125.26796,1
25,31275.14069,0
54,43322.33277,0
20,31008.98719,1
20,31454.2877,1
34,34716.80151,0
25,36094.70017,0
29,34766.69405,1
75,56950.81601,0
51,53445.12026,1
89,64287.25099,1
28,32202.57097,0
38,40622.99857,0
53,45576.21471,1
24,33034.94923,0
62,42760.44686,0
21,27093.26587,0
86,68926.69042,0
81,50156.81811,1
53,42733.42043,0
32,37245.54618,1
36,29610.98865,1
64,57427.92046,1
68,49895.71185,1
31,38142.24118,0
57,51760.12139,1
38,43016.85178,0
56,50308.7709,0
26,37666.46987,0
37,46283.56004,0
27,31656.02482,0
20,27151.68193,0
46,43270.17576,1
71,75491.51753,0
27,31633.96659,0
46,39090.04814,1
78,54154.80465,1
55,46672.36993,1
52,49430.37083,1
76,65753.22086,0
84,62123.15835,0
77,55383.77318,1
60,51111.36429,1
83,60568.08358,0
35,46375.43478,0
32,37560.75938,1
52,41269.56709,0
42,39793.96892,1
29,30184.97305,0
37,41299.15004,1
32,31451.95909,1
80,44506.19811,1
79,71532.53322,1
34,37207.64198,0
25,33353.31594,1
38,35132.26511,0
74,42264.45905,1
40,36747.38794,0
34,37663.1931,0
65,45177.0001,1
48,46804.76932,0
68,59874.45187,0
69,57366.8003,0
59,45999.80579,1
76,66018.3386,0
29,32976.70925,0
38,36128.87155,1
31,33731.42559,0
87,63114.0622,1
62,51420.64076,1
20,31957.73805,0
59,51550.04092,0
76,64319.23196,0
21,35081.40265,0
80,47925.42671,0
74,61178.78951,0
52,53237.86753,1
89,52196.80489,1
85,65443.665,1
50,40654.43435,1
36,39599.29533,1
53,47160.99886,0
34,35977.39562,0
63,45362.94813,1
67,54705.62414,1
48,38296.70438,0
68,61433.21577,0
57,42071.50717,1
22,28136.26531,1
80,63854.26773,0
83,61363.10249,1
20,31893.24566,0
77,56276.3258,1
86,71499.95935,1
72,60979.06905,1
55,44029.99532,0
36,31255.56839,1
25,28529.88685,1
50,40440.61181,1
21,31776.35319,1
47,44855.17479,1
44,39018.52732,0
86,62027.32905,1
47,41338.44425,0
38,33026.77685,1
76,59825.37328,1
40,35866.07417,0
68,53456.74859,0
38,40465.26047,1
70,63206.84835,1
63,43412.9359,0
67,60077.81071,1
45,44629.74794,1
28,34473.43134,1
88,48711.17809,1
44,38856.50288,1
81,66130.55422,1
34,39153.95083,0
25,33525.17425,1
83,62115.69002,0
47,42244.51224,0
46,42664.42624,0
78,65207.72044,1
47,36009.16395,1
88,53093.9879,1
50,44579.98508,0
71,50627.77151,1
49,47392.53784,0
74,56619.73217,1
63,51074.75453,0
78,63894.43892,0
86,71830.13119,1
38,36604.66423,0
39,32939.66361,1
30,32196.40987,1
22,27260.36622,0
21,32374.42712,0
87,58890.25468,0
21,27031.61116,0
52,48806.3323,1
72,65296.13233,0
77,63880.5409,1
62,51641.95962,0
64,45188.42091,0
34,33328.79254,1
88,70123.2898,1
43,43592.90806,0
35,38661.88466,0
44,36096.95422,0
44,45256.4285,0
44,39775.86587,1
43,46282.32922,1
80,69623.15222,1
59,49245.87812,0
60,44076.97409,1
73,62480.31106,1
84,62175.25996,0
72,61403.39213,0
47,47078.30953,1
80,46312.58409,1
34,38605.80444,0
23,28014.2085,1
26,31662.04638,1
53,47177.3004,0
40,39794.49806,1
44,43847.05693,1
72,55315.54053,1
72,57175.17568,1
31,38032.47849,0
40,36315.80412,1
56,47031.58817,1
37,38798.56376,0
85,71156.24497,0
21,31118.35207,0
43,42236.02261,1
37,42275.42292,1
36,36321.23207,0
88,65993.31167,0
34,36370.90563,0
26,30849.58457,1
22,33133.59917,1
72,50437.94052,1
66,55212.89743,1
68,51955.82738,0
34,40934.76267,0
35,37975.76914,1
34,42732.50923,1
35,35784.57512,1
48,33934.92489,1
84,67524.30029,1
88,58303.03748,1
37,43392.96831,1
43,39951.30633,1
52,42366.4695,0
32,39922.12746,0
89,64207.64539,1
48,46456.09799,1
28,32544.06227,0
57,54597.09138,0
89,84710.95476,0
79,68780.57136,0
44,35829.62818,1
43,39018.40052,0
32,34573.13918,0
52,40954.19142,1
32,31096.86668,1
26,33009.27877,0
65,55572.77886,0
23,30633.40683,1
36,42874.42103,1
35,43529.40411,1
58,47502.68584,1
87,63267.20057,1
71,62221.7595,1
62,49041.91051,0
50,49170.0253,1
52,50182.61085,1
36,39772.63734,1
68,53844.96765,0
26,34825.72633,0
65,54499.53699,0
77,58266.93733,0
45,50504.11104,0
62,50297.77073,1
62,47820.60433,0
45,50230.60835,0
34,37325.70024,0
69,58057.19399,0
83,51716.98086,0
79,55550.54631,1
68,50093.11966,1
32,36123.20642,0
42,41470.29117,1
86,67990.33668,1
86,67450.30971,0
78,68219.44188,0
62,41704.02543,1
57,53234.41594,0
56,49318.86845,0
29,32137.76699,1
81,47854.22731,1
24,32888.94701,1
53,42648.05573,1
86,70620.58712,0
89,75679.69047,0
68,49089.50587,0
89,62853.53796,1
33,31941.96768,0
21,29816.77245,0
20,28142.03878,0
60,43637.08795,1
34,38345.94063,1
56,44417.92126,1
52,44882.45111,0
72,56970.26648,1
53,47143.79123,1
70,47277.50462,0
27,29352.5973,0
81,68822.3849,1
25,30263.07659,0
41,43018.6689,0
78,50307.36659,0
38,40003.60801,0
33,35497.83569,0
42,42007.35725,1
77,55289.21213,1
45,49780.96429,1
33,36720.25531,0
45,48151.77134,1
29,33028.71533,1
27,29589.96389,1
47,40877.42378,1
59,40127.37551,0
54,52991.62759,0
49,51585.51024,0
39,39811.48773,1
42,38688.39623,1
71,47937.18248,0
23,31794.68142,1
87,55889.17688,1
34,32775.59897,1
20,25623.27166,1
49,46965.15959,0
28,38962.97725,0
82,70544.91443,0
24,27291.39131,1
25,34665.90013,1
48,29079.548,1
67,61300.29443,1
85,68087.57975,1
63,58270.76006,1
51,50238.94055,0
59,46636.88191,1
77,60596.18803,1
85,69161.32976,0
87,60853.95057,1
31,29562.89874,0
36,36343.24707,1
68,59859.94816,0
88,63018.93941,0
20,26926.92189,1
62,57145.15584,1
39,36054.71818,1
23,30597.84443,0
80,54677.80651,1
22,33644.27744,1
44,36782.36426,0
84,55519.3435,1
66,52935.21546,1
27,30280.35481,0
44,39335.2187,0
82,58381.91268,1
63,51788.82256,1
67,47937.08798,0
78,55986.29269,1
78,74801.69301,0
29,35940.58866,1
20,27669.93511,1
69,58012.11504,0
21,29776.79851,0
55,45056.24779,0
70,55510.74203,0
62,59227.46121,0
48,45498.35657,1
37,34917.09839,0
24,28244.08374,0
41,44302.6723,0
88,65840.79553,0
80,59681.85271,0
87,65507.29886,1
85,52533.72761,0
29,34475.68099,1
54,44580.97965,0
75,51944.09045,0
44,39967.71245,1
46,34958.18672,1
48,41503.31623,0
71,61657.20665,1
79,68246.48093,1
32,32071.9543,1
67,59478.76506,1
41,38857.62117,0
56,56915.15552,1
84,63011.05722,1
82,55196.61576,0
59,49499.13244,0
77,58252.5377,0
40,30138.82203,0
31,36916.56811,0
77,57539.26972,0
61,47814.99118,0
60,46351.73824,0
36,43170.88605,1
38,37516.5002,0
67,57984.4278,1
35,41845.84763,1
62,50663.42485,1
34,41573.23704,1
32,36537.79941,1
79,55453.24592,0
86,53955.63853,1
47,44160.35662,1
72,57636.37636,1
71,61694.04014,0
26,36205.00978,1
74,54215.87988,1
83,54685.02631,0
82,64508.33776,1
43,39725.54438,1
51,49575.21975,0
31,39314.89508,1
37,35158.69607,1
52,40459.95159,1
50,51777.00977,1
24,31531.28918,1
58,50485.72237,1
54,40168.442,0
79,60154.63455,0
32,38631.46971,1
36,31028.20958,0
37,37459.93018,0
87,76357.88661,0
76,60772.42479,1
29,32488.67575,0
54,48596.0171,1
55,51587.01201,1
66,52877.55625,0
72,56807.96169,1
27,26846.86408,0
39,39918.92823,1
61,47727.06357,1
35,34679.05881,0
21,32300.75638,1
87,94139.67749,1
45,37073.02039,0
31,28086.20292,0
77,56758.75726,1
87,61891.4914,0
87,59585.78317,0
89,65509.67474,1
37,35826.77925,1
88,57138.63171,1
54,41282.53122,1
28,33460.86701,0
41,39337.72231,1
75,70951.8798,0
27,33098.49754,1
59,55230.02971,0
36,42606.96057,1
53,37896.77838,1
43,34867.82864,0
46,49424.82862,1
65,48155.54952,0
70,69308.01426,1
67,51667.1854,0
33,32165.18532,0
82,62040.88625,1
55,47966.30108,0
44,46088.85804,0
88,58210.43097,0
34,40995.57184,1
81,52287.90522,0
42,43264.6035,0
30,33611.82189,0
62,41717.934,1
44,50469.29994,0
34,38628.11134,1
87,64692.10223,0
72,46406.86705,0
44,42915.63922,1
79,61494.48994,1
43,44269.90569,0
83,43974.40062,0
39,37870.44585,0
56,46379.63508,1
29,33911.52356,0
23,35336.74273,0
66,42232.8422,0
32,35291.70476,0
68,49758.65177,0
71,52415.46833,0
37,39084.07566,1
47,47822.62534,1
52,48942.75163,0
35,35203.56489,0
34,37803.38255,0
41,34119.54426,1
44,44522.02786,0
32,34672.80139,0
72,64556.945,1
72,47525.37432,0
44,45991.98395,1
72,64318.97386,1
71,52460.08417,1
32,31682.44501,0
56,43871.23899,0
84,67789.19469,0
42,35784.95664,0
33,32932.32043,1
85,69143.39079,0
45,49031.72942,0
42,43341.71521,0
77,52026.36381,1
37,40243.25504,0
59,47991.17785,0
26,30536.33626,1
34,38118.74284,0
78,67983.22502,1
35,41710.72995,1
31,36390.21362,1
83,64772.75553,1
87,61953.05593,0
81,60724.06424,1
65,50421.54589,0
34,40269.54266,0
75,47806.57958,1
82,51941.36442,0
45,47097.16809,1
37,38080.93972,0
56,50495.55514,0
86,72722.90745,1
21,29116.13323,0
40,43994.84431,0
70,49809.79418,1
30,41142.75783,0
56,46788.75763,0
24,31043.94356,0
44,48084.34152,1
85,61360.48335,1
78,67019.16059,1
88,51226.41538,0
88,71270.59872,0
86,61655.21042,1
26,33648.44723,1
80,56810.13414,1
64,57978.74827,0
63,55826.10552,1
58,34421.71033,0
36,37679.35033,0
52,52174.3168,1
76,47882.26159,0
57,53359.60344,1
60,44437.94017,0
66,48527.14843,1
25,34474.41447,1
31,32994.44618,0
48,48258.85889,1
31,31818.44303,0
58,52158.8307,1
30,33994.41831,0
46,40282.56112,0
71,50272.6514,1
40,44996.09479,0
83,60489.7235,1
68,50240.99078,0
34,31034.54033,0
78,46424.10188,0
61,50713.95756,0
65,44503.88984,1
77,45433.39743,0
67,60494.91489,0
60,52357.45075,1
45,39648.19469,1
62,44500.46788,1
82,58803.96752,0
87,66895.36913,1
79,57098.80943,1
84,58892.85605,1
61,43851.84318,0
33,36094.61467,1
45,39659.99334,0
68,52818.64432,0
51,47622.319,1
61,53320.61272,0
28,31352.79107,1
69,58432.8298,0
60,53312.43372,0
60,56429.51687,1
81,55509.08434,0
82,62707.78116,0
58,49151.73219,1
52,48463.2242,0
83,76137.24175,0
29,36555.74576,0
27,36453.44186,1
80,75858.62593,0
73,60910.75243,1
88,59854.61135,1
50,36385.09833,1
35,42094.07846,1
44,46872.6487,0
67,42830.50092,1
76,45052.55971,1
79,76702.33633,1
73,54701.63397,0
49,42834.47707,1
40,34328.06763,1
64,48817.43405,0
61,40691.46213,0
62,58243.58884,0
25,32692.32136,1
59,43943.78956,1
29,36787.9422,0
48,43037.20422,1
31,31218.73292,0
76,53485.85611,0
83,61437.18952,0
74,61335.87745,1
59,43075.38098,0
38,32276.59902,1
